# Subaru Telescope Primary Mirror In-Situ Measured Reflectivity						
# Coated with Aluminum on 2017-10-20												
# Opened the vacuum chamber on 2017-11-21
# Measured with Subaru Portable Spectrophotometer (SPS) on 2018-05-21 (213 days after, after explosive eruption at Kilauea on 5/17) 
# Measured four times at around the position 3
# Contact: Hirofumi Okita (okita14@naoj.org)    						
#
# Wavelength (nm)	Pos.3 #1	Pos.3 #2	Pos.3 #3	Pos.3 #4
926 	89.67 	89.84 	89.53 	89.46 
924 	89.92 	89.30 	89.44 	89.54 
922 	89.25 	89.06 	89.37 	89.57 
920 	89.74 	89.09 	89.02 	89.61 
918 	89.46 	89.29 	89.27 	89.56 
916 	88.83 	88.86 	89.18 	89.40 
914 	89.28 	88.57 	88.90 	88.97 
912 	88.77 	88.67 	88.59 	89.20 
910 	88.87 	89.08 	88.65 	89.03 
908 	88.54 	88.40 	88.70 	88.94 
906 	88.67 	87.98 	88.49 	88.61 
904 	88.63 	88.56 	88.80 	88.89 
902 	88.22 	88.06 	88.38 	88.68 
900 	88.47 	87.93 	88.13 	88.21 
898 	88.37 	87.42 	88.04 	88.35 
896 	88.06 	87.89 	88.07 	88.12 
894 	87.93 	87.63 	87.79 	88.05 
892 	87.67 	87.44 	87.60 	87.67 
890 	87.36 	87.31 	87.30 	87.71 
888 	87.21 	87.33 	87.51 	87.28 
886 	87.05 	86.91 	87.11 	87.18 
884 	86.81 	86.80 	86.91 	87.38 
882 	86.80 	86.56 	86.99 	86.64 
880 	86.68 	86.48 	86.52 	87.12 
878 	86.61 	86.34 	86.47 	86.97 
876 	86.42 	86.32 	86.67 	86.75 
874 	86.55 	86.01 	86.49 	86.39 
872 	86.46 	86.24 	86.12 	86.23 
870 	86.00 	85.95 	86.28 	86.28 
868 	85.77 	85.57 	85.65 	86.24 
866 	86.00 	85.94 	85.78 	85.76 
864 	85.79 	85.48 	85.69 	85.95 
862 	85.30 	85.11 	85.33 	85.71 
860 	85.31 	85.39 	85.68 	85.60 
858 	85.28 	85.00 	85.40 	85.49 
856 	85.16 	85.17 	84.98 	85.26 
854 	84.99 	84.93 	84.91 	85.52 
852 	84.95 	84.63 	84.98 	85.52 
850 	84.84 	84.47 	85.11 	84.83 
848 	84.52 	84.74 	84.63 	84.84 
846 	84.55 	84.54 	84.48 	84.88 
844 	84.47 	84.35 	84.58 	84.68 
842 	84.49 	84.39 	84.29 	84.57 
840 	84.44 	84.09 	84.45 	84.65 
838 	84.36 	84.29 	84.37 	84.58 
836 	84.42 	84.41 	84.29 	84.29 
834 	84.39 	84.30 	84.25 	84.40 
832 	84.10 	84.19 	84.40 	84.18 
830 	84.21 	83.97 	83.80 	84.16 
828 	84.64 	84.04 	84.15 	84.30 
826 	84.17 	83.99 	83.96 	84.75 
824 	84.24 	83.70 	84.36 	84.37 
822 	84.26 	83.88 	84.13 	84.29 
820 	84.15 	83.88 	83.98 	84.37 
818 	84.53 	84.05 	84.10 	84.44 
816 	84.21 	84.28 	84.20 	84.19 
814 	84.21 	84.02 	84.04 	84.31 
812 	84.35 	83.93 	84.23 	84.32 
810 	84.46 	84.25 	84.21 	84.43 
808 	84.19 	83.78 	84.32 	84.46 
806 	84.70 	84.37 	84.24 	84.34 
804 	84.53 	84.24 	84.30 	84.66 
802 	84.44 	84.24 	84.42 	84.78 
800 	84.44 	84.33 	84.48 	84.69 
798 	84.38 	84.70 	84.90 	84.78 
796 	84.67 	84.73 	84.55 	84.59 
794 	85.04 	84.60 	84.77 	84.71 
792 	84.87 	84.55 	84.72 	84.80 
790 	84.81 	84.47 	84.97 	85.14 
788 	85.00 	84.39 	84.85 	84.94 
786 	85.06 	84.53 	84.82 	84.94 
784 	85.14 	84.92 	84.99 	85.23 
782 	85.21 	84.90 	85.15 	85.28 
780 	85.30 	84.95 	85.26 	85.36 
778 	85.33 	85.24 	84.98 	85.24 
776 	85.40 	85.18 	85.19 	85.68 
774 	85.64 	85.16 	85.51 	85.72 
772 	85.64 	85.26 	85.46 	85.77 
770 	85.40 	85.26 	85.57 	85.69 
768 	85.56 	85.44 	85.54 	86.09 
766 	85.60 	85.76 	85.62 	86.01 
764 	86.08 	85.65 	85.57 	86.19 
762 	85.72 	85.47 	85.53 	85.96 
760 	85.94 	85.47 	86.00 	86.03 
758 	86.03 	85.82 	86.05 	86.02 
756 	86.00 	86.01 	86.06 	86.26 
754 	86.08 	85.86 	85.99 	86.22 
752 	86.10 	85.95 	86.08 	86.31 
750 	86.40 	85.98 	86.27 	86.42 
748 	86.31 	86.21 	86.41 	86.34 
746 	86.30 	86.10 	86.41 	86.41 
744 	86.41 	86.02 	86.46 	86.66 
742 	86.58 	86.13 	86.37 	86.61 
740 	86.44 	86.25 	86.65 	86.73 
738 	86.71 	86.42 	86.70 	86.76 
736 	86.74 	86.43 	86.75 	86.87 
734 	86.64 	86.42 	86.67 	86.66 
732 	86.89 	86.63 	86.76 	86.82 
730 	86.85 	86.54 	86.74 	86.91 
728 	86.98 	86.47 	86.64 	86.86 
726 	86.76 	86.61 	87.23 	87.09 
724 	87.00 	86.84 	87.00 	87.26 
722 	86.97 	86.72 	86.84 	87.15 
720 	86.97 	86.64 	87.18 	87.28 
718 	87.22 	86.66 	86.99 	87.17 
716 	87.32 	87.01 	86.98 	87.06 
714 	87.14 	87.06 	87.33 	87.28 
712 	87.26 	87.11 	87.24 	87.36 
710 	87.23 	87.12 	87.30 	87.32 
708 	87.38 	87.02 	87.19 	87.43 
706 	87.43 	86.93 	87.39 	87.64 
704 	87.53 	87.19 	87.40 	87.63 
702 	87.40 	87.31 	87.44 	87.69 
700 	87.36 	87.23 	87.29 	87.77 
698 	87.64 	87.28 	87.44 	87.67 
696 	87.75 	87.39 	87.61 	87.69 
694 	87.47 	87.40 	87.59 	87.68 
692 	87.52 	87.35 	87.61 	87.80 
690 	87.75 	87.34 	87.69 	87.68 
688 	87.75 	87.37 	87.78 	87.95 
686 	87.83 	87.53 	87.71 	87.69 
684 	88.05 	87.61 	87.81 	88.05 
682 	87.78 	87.55 	87.84 	88.00 
680 	87.78 	87.56 	87.74 	88.00 
678 	87.86 	87.70 	87.71 	88.17 
676 	87.88 	87.71 	87.79 	88.27 
674 	88.01 	87.64 	88.10 	88.17 
672 	88.10 	87.68 	87.86 	87.95 
670 	88.06 	87.50 	88.06 	88.20 
668 	87.93 	87.85 	87.93 	88.16 
666 	88.01 	87.82 	88.09 	88.27 
664 	88.28 	87.96 	88.04 	88.18 
662 	88.28 	87.90 	88.02 	88.31 
660 	88.21 	88.08 	88.04 	88.24 
658 	88.25 	88.00 	88.18 	88.43 
656 	88.05 	88.00 	88.20 	88.38 
654 	88.30 	87.97 	88.33 	88.37 
652 	88.47 	88.13 	88.21 	88.46 
650 	88.44 	88.20 	88.33 	88.55 
648 	88.39 	88.12 	88.44 	88.45 
646 	88.40 	88.15 	88.31 	88.62 
644 	88.56 	88.17 	88.39 	88.50 
642 	88.70 	88.15 	88.43 	88.57 
640 	88.60 	88.31 	88.66 	88.70 
638 	88.65 	88.19 	88.53 	88.79 
636 	88.71 	88.30 	88.55 	88.91 
634 	88.61 	88.60 	88.77 	88.83 
632 	88.55 	88.27 	88.57 	88.76 
630 	88.66 	88.37 	88.49 	88.77 
628 	88.73 	88.19 	88.79 	88.91 
626 	88.66 	88.40 	88.77 	88.77 
624 	88.71 	88.30 	88.81 	88.92 
622 	88.78 	88.41 	88.71 	88.66 
620 	88.91 	88.45 	88.55 	89.05 
618 	88.94 	88.53 	88.72 	88.92 
616 	88.75 	88.61 	88.88 	89.04 
614 	88.71 	88.46 	88.84 	89.02 
612 	88.72 	88.39 	88.72 	89.02 
610 	88.79 	88.52 	88.86 	89.02 
608 	88.94 	88.65 	88.87 	89.01 
606 	88.76 	88.35 	88.97 	89.02 
604 	88.75 	88.50 	88.82 	89.11 
602 	88.88 	88.68 	88.96 	89.07 
600 	88.99 	88.62 	88.88 	89.18 
598 	88.90 	88.73 	89.01 	89.30 
596 	88.89 	88.81 	89.00 	89.12 
594 	89.04 	88.55 	88.91 	89.19 
592 	88.95 	88.65 	89.00 	89.29 
590 	89.04 	88.78 	88.80 	89.08 
588 	89.02 	88.65 	89.02 	89.14 
586 	88.99 	88.86 	89.00 	89.25 
584 	89.23 	88.78 	88.88 	89.06 
582 	89.25 	88.72 	89.08 	89.23 
580 	89.18 	88.83 	89.05 	89.40 
578 	88.95 	88.89 	89.07 	89.35 
576 	89.18 	88.66 	89.19 	89.23 
574 	89.17 	88.80 	89.22 	89.28 
572 	88.94 	88.60 	89.17 	89.39 
570 	89.11 	88.92 	89.14 	89.29 
568 	89.31 	88.78 	89.14 	89.17 
566 	89.08 	88.90 	89.27 	89.51 
564 	89.25 	88.93 	89.14 	89.36 
562 	89.10 	88.91 	89.35 	89.43 
560 	89.28 	88.81 	89.25 	89.41 
558 	89.35 	88.88 	89.24 	89.62 
556 	89.39 	88.85 	89.35 	89.43 
554 	89.32 	88.83 	89.38 	89.44 
552 	89.23 	88.96 	89.28 	89.40 
550 	89.42 	88.93 	89.42 	89.61 
548 	89.36 	88.94 	89.45 	89.42 
546 	89.18 	89.01 	89.29 	89.61 
544 	89.40 	89.09 	89.28 	89.49 
542 	89.37 	89.15 	89.35 	89.54 
540 	89.56 	89.14 	89.40 	89.50 
538 	89.48 	89.16 	89.39 	89.62 
536 	89.32 	89.05 	89.40 	89.39 
534 	89.52 	89.07 	89.33 	89.52 
532 	89.45 	89.22 	89.34 	89.52 
530 	89.44 	88.92 	89.33 	89.65 
528 	89.36 	88.94 	89.49 	89.75 
526 	89.28 	89.29 	89.37 	89.84 
524 	89.39 	89.09 	89.56 	89.56 
522 	89.48 	89.02 	89.59 	89.68 
520 	89.38 	89.06 	89.33 	89.52 
518 	89.65 	89.26 	89.60 	89.63 
516 	89.48 	89.20 	89.77 	89.57 
514 	89.57 	89.11 	89.57 	89.62 
512 	89.61 	89.00 	89.53 	89.77 
510 	89.64 	89.19 	89.37 	89.93 
508 	89.40 	89.00 	89.68 	89.68 
506 	89.45 	88.99 	89.41 	89.94 
504 	89.67 	89.26 	89.61 	89.73 
502 	89.48 	89.09 	89.41 	89.76 
500 	89.33 	89.19 	89.45 	89.70 
498 	89.55 	89.18 	89.60 	89.64 
496 	89.45 	89.09 	89.54 	89.51 
494 	89.40 	89.19 	89.39 	89.75 
492 	89.33 	89.17 	89.60 	89.82 
490 	89.51 	89.00 	89.65 	89.77 
488 	89.47 	89.29 	89.51 	89.82 
486 	89.61 	89.19 	89.45 	89.87 
484 	89.42 	89.19 	89.60 	89.71 
482 	89.59 	89.11 	89.84 	89.73 
480 	89.71 	89.21 	89.61 	89.60 
478 	89.67 	89.29 	89.76 	89.84 
476 	89.55 	89.30 	89.31 	89.75 
474 	89.43 	89.07 	89.54 	89.85 
472 	89.58 	89.22 	89.63 	89.69 
470 	89.76 	89.16 	89.51 	89.62 
468 	89.30 	89.17 	89.69 	89.96 
466 	89.59 	89.18 	89.53 	89.77 
464 	89.73 	89.37 	89.57 	89.69 
462 	89.65 	89.03 	89.84 	89.92 
460 	89.76 	89.09 	89.69 	89.94 
458 	89.73 	89.25 	89.63 	89.82 
456 	89.52 	89.02 	89.85 	89.86 
454 	89.74 	89.19 	89.79 	89.81 
452 	89.44 	89.27 	89.75 	89.75 
450 	89.88 	89.34 	89.57 	89.81 
448 	89.64 	89.11 	89.76 	89.67 
446 	89.64 	89.13 	89.73 	89.83 
444 	89.68 	89.04 	89.82 	89.82 
442 	89.57 	89.16 	89.99 	89.58 
440 	89.83 	89.02 	89.82 	89.68 
438 	89.48 	88.90 	89.83 	89.67 
436 	88.79 	88.78 	89.30 	89.68 
434 	89.31 	88.91 	89.70 	90.06 
432 	89.84 	89.26 	89.97 	89.76 
430 	89.65 	89.29 	89.89 	89.41 
428 	89.68 	89.05 	89.57 	90.11 
426 	89.58 	88.81 	89.71 	90.25 
424 	89.65 	88.74 	89.68 	90.00 
422 	89.65 	89.02 	89.89 	89.89 
420 	89.26 	88.91 	90.10 	90.23 
418 	89.71 	89.17 	90.13 	89.66 
416 	89.58 	88.91 	89.86 	90.06 
414 	89.53 	89.32 	89.76 	90.10 
412 	89.65 	88.83 	89.67 	90.11 
410 	89.83 	89.11 	89.72 	89.23 
408 	89.35 	89.16 	90.00 	89.57 
406 	89.68 	88.88 	89.65 	89.36 
404 	89.55 	88.51 	90.04 	89.71 
402 	89.70 	88.76 	89.97 	89.68 
400 	89.79 	88.82 	89.59 	89.53 
398 	89.33 	88.54 	89.65 	89.66 
396 	90.03 	88.78 	89.75 	90.39 
394 	89.96 	88.72 	90.31 	89.95 
392 	88.98 	89.06 	90.22 	89.69 
390 	90.05 	88.60 	90.05 	90.11 
388 	88.85 	88.87 	89.62 	89.51 
386 	90.16 	88.55 	89.79 	89.79 
384 	89.76 	88.56 	89.77 	89.62 
382 	88.89 	89.09 	90.30 	89.81 
380 	90.06 	89.02 	89.94 	90.74 
