# Subaru Telescope Primary Mirror In-Situ Measured Reflectivity
# Coated with Aluminum on 2017-10-20
# Opened the vacuum chamber on 2017-11-21
# Measured with Subaru Portable Spectrophotometer (SPS) on 2018-06-21 (244 days after)
# Measured four times at around the position 3
# Contact: Hirofumi Okita (okita14@naoj.org)
#
# Wavelength (nm)	Pos.3 #1	Pos.3 #2	Pos.3 #3	Pos.3 #4
728 	86.85 	86.91 	86.50 	86.83 
726 	86.78 	87.11 	86.78 	86.81 
724 	87.05 	87.11 	86.72 	86.89 
722 	87.14 	87.12 	86.77 	86.98 
720 	86.89 	87.11 	86.89 	87.01 
718 	86.99 	87.13 	86.92 	87.06 
716 	87.16 	87.22 	86.91 	87.08 
714 	87.05 	87.36 	86.82 	87.16 
712 	87.05 	87.39 	86.92 	87.21 
710 	87.05 	87.21 	87.12 	87.07 
708 	87.08 	87.43 	86.99 	87.31 
706 	87.22 	87.39 	87.01 	87.28 
704 	87.23 	87.55 	87.13 	87.28 
702 	87.40 	87.62 	87.33 	87.22 
700 	87.38 	87.51 	87.06 	87.24 
698 	87.54 	87.56 	87.06 	87.26 
696 	87.53 	87.62 	87.09 	87.34 
694 	87.59 	87.75 	87.65 	87.46 
692 	87.45 	87.96 	87.51 	87.43 
690 	87.51 	87.84 	87.30 	87.70 
688 	87.55 	87.85 	87.33 	87.76 
686 	87.65 	87.83 	87.53 	87.83 
684 	87.69 	87.92 	87.51 	87.46 
682 	87.64 	88.13 	87.53 	87.71 
680 	87.67 	88.05 	87.53 	87.64 
678 	87.82 	87.91 	87.58 	87.91 
676 	87.55 	87.82 	87.68 	87.65 
674 	88.13 	87.90 	87.78 	87.62 
672 	87.92 	88.03 	87.93 	87.77 
670 	87.88 	88.31 	87.86 	87.79 
668 	87.85 	88.26 	87.82 	87.98 
666 	87.83 	88.09 	87.78 	87.79 
664 	87.97 	88.31 	87.95 	87.98 
662 	88.24 	88.32 	87.95 	88.01 
660 	87.99 	88.38 	88.10 	88.08 
658 	88.06 	88.25 	87.93 	88.05 
656 	87.97 	88.50 	88.09 	88.04 
654 	88.24 	88.46 	88.18 	88.05 
652 	88.05 	88.18 	88.00 	88.27 
650 	88.10 	88.48 	88.17 	88.04 
648 	88.24 	88.41 	88.10 	88.16 
646 	88.26 	88.63 	88.14 	88.29 
644 	88.36 	88.56 	88.17 	88.22 
642 	88.22 	88.63 	88.29 	88.53 
640 	88.53 	88.69 	88.04 	88.46 
638 	88.57 	88.65 	88.12 	88.16 
636 	88.42 	88.74 	88.30 	88.45 
634 	88.34 	88.55 	88.24 	88.28 
632 	88.52 	88.74 	88.35 	88.29 
630 	88.54 	88.67 	88.24 	88.33 
628 	88.48 	88.74 	88.27 	88.35 
626 	88.47 	88.70 	88.54 	88.51 
624 	88.50 	88.78 	88.44 	88.55 
622 	88.50 	88.82 	88.44 	88.62 
620 	88.64 	88.89 	88.47 	88.55 
618 	88.44 	88.94 	88.52 	88.62 
616 	88.71 	89.06 	88.56 	88.67 
614 	88.82 	88.90 	88.45 	88.62 
612 	88.72 	88.77 	88.60 	88.70 
610 	88.83 	88.99 	88.65 	88.61 
608 	88.81 	88.91 	88.55 	88.64 
606 	88.75 	88.99 	88.61 	88.63 
604 	88.86 	88.93 	88.45 	88.62 
602 	88.88 	89.19 	88.58 	88.49 
600 	88.88 	88.90 	88.65 	88.79 
598 	88.93 	89.06 	88.72 	88.84 
596 	88.85 	89.07 	88.55 	88.80 
594 	88.97 	88.96 	88.73 	88.72 
592 	88.98 	89.28 	88.47 	88.77 
590 	89.03 	89.06 	88.57 	88.93 
588 	88.75 	89.30 	88.74 	88.94 
586 	88.97 	89.14 	88.91 	88.84 
584 	88.90 	89.09 	88.90 	88.86 
582 	88.86 	89.18 	88.78 	89.10 
580 	89.03 	89.07 	88.77 	88.98 
578 	88.97 	89.05 	88.79 	89.04 
576 	88.99 	89.28 	88.86 	89.00 
574 	88.98 	89.36 	88.93 	89.03 
572 	88.92 	89.30 	89.01 	89.02 
570 	89.07 	89.29 	88.81 	88.94 
568 	89.14 	89.16 	88.82 	88.95 
566 	89.10 	89.31 	89.01 	88.96 
564 	88.87 	89.38 	88.85 	88.99 
562 	89.01 	89.24 	89.00 	89.07 
560 	89.12 	89.32 	89.03 	89.09 
558 	89.15 	89.49 	89.13 	89.03 
556 	89.11 	89.37 	89.01 	89.19 
554 	89.24 	89.28 	89.17 	89.23 
552 	89.23 	89.20 	89.08 	89.14 
550 	89.14 	89.48 	88.88 	89.31 
548 	89.19 	89.50 	89.17 	89.08 
546 	89.23 	89.26 	89.02 	89.15 
544 	89.28 	89.31 	88.96 	89.17 
542 	89.13 	89.56 	88.90 	89.14 
540 	89.14 	89.62 	89.03 	89.23 
538 	89.34 	89.37 	88.99 	89.31 
536 	89.36 	89.44 	89.15 	89.43 
534 	89.53 	89.65 	89.05 	89.12 
532 	89.23 	89.72 	89.24 	89.15 
530 	89.55 	89.40 	89.22 	89.28 
528 	89.33 	89.60 	89.08 	89.20 
526 	89.57 	89.60 	89.26 	89.38 
524 	89.37 	89.54 	89.25 	89.19 
522 	89.37 	89.63 	89.03 	89.20 
520 	89.51 	89.60 	89.19 	89.45 
518 	89.47 	89.50 	89.13 	89.30 
516 	89.41 	89.87 	89.11 	89.21 
514 	89.26 	89.64 	89.20 	89.07 
512 	89.48 	89.45 	89.17 	89.07 
510 	89.44 	89.76 	89.39 	89.38 
508 	89.34 	89.65 	89.46 	89.09 
506 	89.44 	89.75 	89.55 	89.29 
504 	89.47 	89.74 	89.30 	89.33 
502 	89.54 	89.55 	89.39 	89.18 
500 	89.39 	89.86 	89.28 	89.23 
498 	89.38 	89.66 	89.28 	89.33 
496 	89.29 	89.60 	89.37 	89.37 
494 	89.57 	89.69 	89.15 	89.36 
492 	89.55 	89.69 	89.44 	89.47 
490 	89.55 	89.98 	89.61 	89.30 
488 	89.41 	89.78 	89.30 	89.17 
486 	89.79 	89.80 	89.61 	89.32 
484 	89.49 	89.52 	89.54 	89.43 
482 	89.63 	89.73 	89.42 	89.35 
480 	89.66 	89.65 	89.38 	89.47 
478 	89.64 	89.25 	89.13 	89.47 
476 	89.78 	89.79 	89.45 	89.48 
474 	89.60 	89.84 	89.61 	89.30 
472 	89.49 	89.90 	89.20 	89.31 
470 	89.68 	89.64 	89.51 	89.36 
468 	89.78 	89.76 	89.25 	89.30 
466 	89.47 	89.90 	89.35 	89.26 
464 	89.48 	89.98 	89.51 	89.30 
462 	89.72 	89.75 	89.18 	89.37 
460 	89.61 	89.79 	89.53 	89.18 
458 	89.47 	89.76 	89.64 	89.14 
456 	89.37 	89.78 	89.35 	89.18 
454 	89.61 	89.80 	89.50 	89.20 
452 	89.65 	90.10 	89.71 	89.27 
450 	89.74 	90.34 	89.53 	89.43 
448 	89.90 	89.85 	89.52 	89.50 
446 	89.76 	89.90 	89.30 	89.43 
444 	89.78 	90.17 	89.43 	89.58 
442 	89.71 	89.96 	89.43 	89.47 
440 	89.55 	89.78 	89.34 	89.42 
438 	89.59 	90.06 	88.97 	89.32 
436 	89.42 	89.48 	89.17 	89.12 
434 	89.97 	89.96 	89.63 	89.37 
432 	89.66 	89.88 	89.13 	89.63 
430 	89.94 	90.18 	89.53 	89.42 
428 	89.95 	89.51 	89.60 	89.44 
426 	89.68 	90.13 	89.60 	89.26 
424 	89.66 	89.92 	89.52 	89.49 
422 	89.76 	89.72 	89.50 	89.48 
420 	89.75 	89.84 	89.48 	89.78 
418 	90.11 	89.85 	89.19 	89.55 
416 	90.04 	90.38 	89.44 	89.34 
414 	89.85 	89.94 	89.76 	89.18 
412 	89.74 	90.04 	89.60 	89.48 
410 	89.79 	89.62 	89.61 	88.97 
408 	89.56 	89.66 	89.50 	89.26 
406 	89.32 	90.20 	88.97 	89.34 
404 	89.82 	89.76 	89.45 	89.28 
402 	90.00 	89.64 	89.54 	89.39 
400 	89.73 	89.58 	89.21 	89.42 
398 	89.90 	89.94 	89.26 	89.46 
396 	89.56 	89.63 	88.96 	89.44 
394 	89.80 	90.38 	89.70 	89.66 
392 	89.49 	89.94 	89.07 	89.20 
390 	89.30 	89.85 	89.79 	89.49 
388 	90.48 	90.00 	89.47 	89.36 
386 	89.70 	89.90 	89.70 	90.05 
384 	88.92 	89.25 	89.18 	90.49 
382 	89.30 	88.92 	90.12 	89.99 
380 	89.30 	88.81 	89.44 	89.77 
