# Subaru Telescope Primary Mirror In-Situ Measured Reflectivity
# Coated with Aluminum on 2017-10-20
# Opened the vacuum chamber on 2017-11-21
# Measured with Subaru Portable Spectrophotometer (SPS) on 2018-08-15 (299 days after)
# Measured four times at around the position 3
# Data between 950 nm and 1650 nm are also available (SPS-XWW).
# Contact: Hirofumi Okita (okita14@naoj.org)
#
# Wavelength (nm)	Pos.3 #1	Pos.3 #2	Pos.3 #3	Pos.3 #4
804 	84.14 	83.73 	84.04 	84.11
802 	84.21 	84.09 	84.18 	84.05
800 	84.29 	83.68 	84.29 	84.21
798 	84.27 	84.11 	84.28 	84.00
796 	84.25 	84.16 	84.20 	83.96
794 	84.21 	84.55 	84.54 	84.25
792 	84.70 	84.28 	84.53 	84.12
790 	84.25 	84.15 	84.62 	84.79
788 	84.61 	84.21 	84.83 	84.65
786 	84.98 	84.49 	84.75 	84.77
784 	84.59 	84.80 	84.85 	84.69
782 	84.85 	84.70 	84.67 	84.59
780 	84.63 	84.66 	84.99 	84.64
778 	85.06 	85.01 	85.18 	84.83
776 	84.68 	84.63 	85.29 	85.12
774 	85.05 	84.89 	85.07 	85.14
772 	85.34 	85.02 	85.15 	84.93
770 	85.47 	85.05 	85.18 	85.24
768 	85.28 	85.38 	85.42 	85.11
766 	85.34 	85.09 	85.35 	85.23
764 	85.29 	85.34 	85.65 	85.41
762 	85.31 	85.57 	85.58 	85.42
760 	85.47 	85.48 	85.66 	85.65
758 	85.68 	85.45 	85.65 	85.67
756 	85.78 	85.76 	85.90 	85.59
754 	85.58 	85.51 	85.98 	85.59
752 	85.93 	85.90 	86.01 	85.71
750 	86.12 	85.82 	85.92 	85.84
748 	85.61 	86.09 	86.05 	85.45
746 	85.66 	85.89 	86.13 	85.93
744 	86.27 	85.89 	86.44 	86.00
742 	86.23 	86.01 	86.05 	86.19
740 	86.34 	86.29 	86.33 	86.17
738 	86.20 	86.50 	86.26 	86.45
736 	86.57 	86.09 	86.36 	86.27
734 	86.44 	86.16 	86.59 	86.38
732 	86.83 	86.28 	86.47 	86.28
730 	86.40 	86.37 	86.20 	86.35
728 	86.57 	86.49 	86.44 	86.61
726 	86.51 	86.48 	86.71 	86.45
724 	86.59 	86.34 	86.74 	86.47
722 	86.66 	86.78 	87.06 	86.58
720 	86.78 	86.58 	86.74 	86.95
718 	86.84 	86.87 	86.82 	86.89
716 	86.91 	86.65 	87.04 	86.78
714 	87.12 	86.83 	86.95 	86.88
712 	86.75 	86.76 	87.10 	87.01
710 	86.84 	86.73 	87.11 	86.81
708 	87.11 	86.87 	87.11 	86.88
706 	87.04 	86.97 	86.80 	86.96
704 	87.13 	86.88 	86.94 	87.12
702 	87.02 	87.14 	87.19 	87.11
700 	87.31 	87.19 	87.22 	87.25
698 	87.43 	87.04 	87.09 	86.96
696 	87.30 	87.17 	87.29 	87.14
694 	87.26 	87.33 	87.44 	87.42
692 	87.29 	87.24 	87.38 	87.27
690 	87.47 	87.16 	87.22 	87.39
688 	87.41 	87.31 	87.48 	87.26
686 	87.72 	87.38 	87.33 	87.28
684 	87.45 	87.40 	87.50 	87.39
682 	87.52 	87.41 	87.58 	87.46
680 	87.51 	87.39 	87.68 	87.52
678 	87.53 	87.52 	87.59 	87.65
676 	87.33 	87.48 	87.52 	87.50
674 	87.49 	87.59 	87.78 	87.69
672 	87.67 	87.64 	87.61 	87.59
670 	87.68 	87.82 	87.76 	87.91
668 	87.68 	87.55 	87.90 	87.69
666 	87.86 	87.77 	87.97 	87.80
664 	87.68 	87.86 	88.09 	87.75
662 	87.87 	87.67 	87.75 	88.01
660 	88.08 	87.76 	87.88 	87.83
658 	87.93 	87.87 	87.76 	87.85
656 	87.89 	87.87 	87.83 	87.88
654 	87.95 	87.93 	87.92 	87.93
652 	87.89 	88.02 	87.93 	87.86
650 	88.04 	88.11 	88.06 	87.98
648 	88.11 	87.95 	88.04 	87.97
646 	88.14 	88.02 	88.18 	87.96
644 	88.17 	88.01 	88.45 	87.97
642 	88.11 	88.05 	88.16 	88.05
640 	87.96 	87.94 	88.11 	87.97
638 	88.26 	87.81 	88.20 	88.04
636 	88.27 	88.03 	88.24 	88.14
634 	88.03 	88.28 	88.17 	88.21
632 	88.26 	88.02 	88.19 	88.17
630 	88.10 	88.16 	88.32 	88.32
628 	88.21 	88.28 	88.33 	88.13
626 	88.27 	88.29 	88.18 	88.13
624 	88.16 	88.07 	88.07 	88.32
622 	88.16 	88.25 	88.33 	88.54
620 	88.30 	88.23 	88.38 	88.35
618 	88.44 	88.33 	88.40 	88.27
616 	88.46 	88.23 	88.43 	88.55
614 	88.25 	88.33 	88.48 	88.22
612 	88.28 	88.26 	88.45 	88.06
610 	88.30 	88.32 	88.27 	88.46
608 	88.35 	88.23 	88.54 	88.34
606 	88.46 	88.34 	88.40 	88.48
604 	88.45 	88.24 	88.52 	88.45
602 	88.43 	88.21 	88.42 	88.51
600 	88.68 	88.28 	88.61 	88.41
598 	88.50 	88.58 	88.72 	88.34
596 	88.66 	88.52 	88.66 	88.41
594 	88.61 	88.42 	88.54 	88.62
592 	88.75 	88.56 	88.70 	88.51
590 	88.73 	88.41 	88.59 	88.64
588 	88.62 	88.52 	88.70 	88.59
586 	88.70 	88.32 	88.45 	88.56
584 	88.58 	88.21 	88.59 	88.66
582 	88.71 	88.51 	88.50 	88.52
580 	88.73 	88.58 	88.82 	88.43
578 	88.80 	88.50 	88.65 	88.61
576 	88.68 	88.51 	88.87 	88.66
574 	88.91 	88.50 	88.80 	88.75
572 	88.92 	88.51 	88.57 	88.53
570 	88.68 	88.55 	88.84 	88.62
568 	88.86 	88.67 	88.83 	88.51
566 	88.82 	88.70 	88.61 	88.46
564 	88.87 	88.70 	88.72 	88.72
562 	88.65 	88.52 	88.81 	88.87
560 	88.72 	88.77 	88.80 	88.62
558 	88.82 	88.69 	88.73 	88.62
556 	88.77 	88.48 	88.95 	88.73
554 	88.80 	88.56 	88.65 	88.75
552 	88.89 	88.64 	89.02 	88.83
550 	88.89 	88.83 	88.77 	88.67
548 	88.97 	88.78 	88.75 	88.63
546 	88.97 	88.58 	88.72 	88.76
544 	89.03 	88.78 	88.76 	88.75
542 	88.80 	88.88 	89.17 	88.82
540 	89.02 	88.83 	88.78 	88.61
538 	88.95 	88.71 	88.84 	88.77
536 	88.93 	88.63 	88.92 	88.67
534 	88.86 	88.76 	88.85 	88.86
532 	88.91 	88.94 	88.84 	88.95
530 	89.00 	88.99 	88.91 	88.87
528 	88.84 	89.01 	88.90 	88.88
526 	88.79 	88.91 	88.73 	88.66
524 	88.84 	88.98 	89.07 	88.89
522 	88.85 	88.77 	88.83 	88.65
520 	88.78 	88.72 	88.82 	88.73
518 	89.02 	88.84 	88.71 	88.83
516 	88.68 	88.79 	88.88 	89.00
514 	89.01 	88.62 	89.03 	88.96
512 	88.72 	88.77 	88.88 	88.92
510 	89.17 	88.81 	89.12 	88.92
508 	88.75 	88.81 	89.03 	88.82
506 	88.84 	89.03 	89.02 	88.82
504 	89.07 	88.84 	89.12 	88.80
502 	88.84 	88.90 	88.96 	88.76
500 	89.19 	88.72 	88.76 	89.01
498 	89.05 	88.94 	89.21 	88.82
496 	88.90 	88.92 	88.82 	88.94
494 	88.91 	88.97 	88.96 	88.99
492 	88.96 	88.91 	89.01 	88.99
490 	88.64 	88.85 	88.92 	88.62
488 	88.92 	88.86 	88.68 	88.76
486 	89.02 	88.97 	88.96 	88.94
484 	89.06 	89.00 	88.89 	88.98
482 	89.28 	88.87 	88.99 	88.71
480 	88.98 	89.03 	89.25 	88.82
478 	88.93 	89.06 	88.85 	88.88
476 	89.12 	88.86 	88.89 	88.89
474 	88.68 	89.05 	89.33 	88.97
472 	88.97 	88.93 	88.71 	89.21
470 	89.30 	88.90 	89.06 	88.95
468 	89.27 	89.01 	89.01 	88.75
466 	88.91 	88.98 	88.84 	89.06
464 	88.93 	89.02 	89.16 	88.67
462 	89.12 	88.94 	89.23 	89.16
460 	89.06 	89.06 	88.96 	88.60
458 	88.85 	88.84 	89.18 	88.68
456 	89.19 	88.87 	88.80 	89.02
454 	89.49 	88.97 	89.02 	88.95
452 	88.93 	88.98 	89.31 	89.24
450 	88.71 	89.14 	89.27 	89.00
448 	88.98 	88.84 	89.06 	89.10
446 	89.20 	88.91 	88.83 	88.90
444 	89.09 	89.13 	89.05 	89.03
442 	89.11 	89.08 	88.98 	88.85
440 	89.01 	88.76 	89.05 	89.15
438 	89.21 	88.95 	88.85 	89.00
436 	88.90 	88.98 	89.15 	88.64
434 	88.93 	89.04 	89.08 	89.09
432 	89.00 	89.04 	88.78 	89.39
430 	88.99 	88.72 	88.76 	88.97
428 	89.67 	88.95 	89.08 	88.71
426 	88.92 	89.39 	89.19 	88.84
424 	89.03 	89.28 	89.08 	88.94
422 	89.34 	89.24 	89.19 	89.16
420 	88.78 	89.21 	89.09 	88.89
418 	89.36 	89.01 	89.19 	89.40
416 	88.75 	89.19 	89.16 	88.66
414 	88.95 	88.88 	88.97 	89.50
412 	89.41 	89.43 	88.64 	88.72
410 	89.15 	89.04 	89.25 	88.87
408 	88.61 	88.91 	89.18 	89.32
406 	89.31 	88.80 	89.02 	89.24
404 	89.09 	88.80 	88.35 	89.13
402 	88.89 	89.30 	88.64 	89.01
400 	88.53 	88.87 	89.17 	89.87
398 	88.86 	88.93 	89.00 	88.69
396 	88.73 	88.60 	89.03 	89.39
394 	89.31 	88.87 	89.56 	88.84
392 	89.24 	88.63 	89.60 	89.02
390 	88.72 	88.13 	89.47 	89.32
388 	88.72 	88.91 	88.91 	88.78
386 	88.07 	88.32 	87.86 	88.69
384 	88.92 	89.39 	88.20 	88.85
382 	89.10 	88.33 	88.94 	89.37
380 	89.54 	89.75 	89.30 	89.44


1650	95.47	95.60	95.72	95.55
1640	95.48	95.60	95.72	95.57
1630	95.48	95.60	95.73	95.58
1620	95.48	95.62	95.74	95.57
1610	95.49	95.62	95.73	95.58
1600	95.49	95.61	95.75	95.58
1590	95.49	95.62	95.74	95.57
1580	95.48	95.60	95.73	95.57
1570	95.48	95.60	95.71	95.57
1560	95.47	95.59	95.72	95.56
1550	95.46	95.57	95.70	95.55
1540	95.45	95.57	95.69	95.54
1530	95.45	95.56	95.68	95.53
1520	95.44	95.54	95.67	95.52
1510	95.42	95.54	95.67	95.51
1500	95.42	95.52	95.65	95.50
1490	95.40	95.52	95.64	95.49
1480	95.38	95.50	95.62	95.47
1470	95.37	95.47	95.62	95.46
1460	95.35	95.46	95.59	95.44
1450	95.33	95.43	95.58	95.42
1440	95.30	95.42	95.56	95.40
1430	95.30	95.40	95.54	95.38
1420	95.28	95.38	95.52	95.37
1410	95.26	95.37	95.50	95.35
1400	95.25	95.35	95.49	95.34
1390	95.23	95.33	95.47	95.31
1380	95.19	95.31	95.44	95.29
1370	95.16	95.26	95.41	95.25
1360	95.13	95.23	95.37	95.22
1350	95.09	95.20	95.34	95.18
1340	95.07	95.17	95.32	95.16
1330	95.04	95.15	95.29	95.12
1320	95.02	95.12	95.26	95.11
1310	94.99	95.09	95.24	95.08
1300	94.97	95.06	95.20	95.04
1290	94.94	95.03	95.18	95.02
1280	94.91	95.01	95.14	94.98
1270	94.87	94.96	95.10	94.96
1260	94.83	94.94	95.07	94.91
1250	94.81	94.89	95.03	94.88
1240	94.76	94.85	94.98	94.84
1230	94.73	94.81	94.94	94.79
1220	94.69	94.77	94.89	94.76
1210	94.64	94.72	94.85	94.71
1200	94.59	94.68	94.80	94.65
1190	94.53	94.62	94.74	94.60
1180	94.48	94.56	94.67	94.53
1170	94.43	94.49	94.62	94.48
1160	94.37	94.45	94.56	94.43
1150	94.32	94.39	94.50	94.36
1140	94.25	94.32	94.43	94.29
1130	94.17	94.25	94.35	94.22
1120	94.10	94.16	94.26	94.13
1110	94.00	94.07	94.18	94.05
1100	93.90	93.97	94.08	93.95
1090	93.81	93.86	93.96	93.83
1080	93.68	93.75	93.85	93.73
1070	93.57	93.62	93.72	93.61
1060	93.44	93.49	93.59	93.47
1050	93.30	93.35	93.45	93.32
1040	93.13	93.18	93.29	93.17
1030	92.96	93.00	93.12	92.99
1020	92.77	92.82	92.92	92.79
1010	92.56	92.61	92.70	92.60
1000	92.33	92.36	92.46	92.36
990	92.07	92.11	92.21	92.08
980	91.76	91.81	91.92	91.79
970	91.45	91.49	91.60	91.48
960	91.09	91.13	91.24	91.12
950	90.69	90.74	90.83	90.72
