# Subaru Telescope Primary Mirror In-Situ Measured Reflectivity						
# Coated with Aluminum on 2017-10-20												
# Opened the vacuum chamber on 2017-11-21
# Measured with Subaru Portable Spectrophotometer (SPS) on 2018-03-07 (138 days after)					
# Measured three times at around the position 3
# Contact: Hirofumi Okita (okita14@naoj.org)    						
#
# Wavelength (nm)	Pos.3 #1	Pos.3 #2	Pos.3 #3
734	87.34 	87.28 	87.28 
732	87.42 	87.60 	87.43 
730	87.40 	87.61 	87.44 
728	87.46 	87.71 	87.73 
726	87.53 	87.75 	87.53 
724	87.68 	87.72 	87.54 
722	87.59 	87.68 	87.80 
720	87.74 	87.96 	87.97 
718	87.86 	87.93 	87.83 
716	87.69 	87.97 	87.77 
714	87.83 	88.03 	87.90 
712	87.94 	87.97 	88.13 
710	88.05 	87.87 	87.84 
708	88.12 	87.96 	88.00 
706	87.98 	87.89 	87.99 
704	88.11 	88.09 	87.90 
702	88.06 	88.26 	88.32 
700	88.18 	88.30 	88.20 
698	87.92 	88.33 	88.21 
696	88.13 	88.31 	88.20 
694	88.16 	88.33 	88.48 
692	88.34 	88.26 	88.31 
690	88.57 	88.42 	88.53 
688	88.21 	88.57 	88.50 
686	88.37 	88.47 	88.45 
684	88.65 	88.55 	88.44 
682	88.59 	88.63 	88.50 
680	88.51 	88.61 	88.49 
678	88.58 	88.55 	88.71 
676	88.60 	88.88 	88.50 
674	88.59 	88.76 	88.76 
672	88.87 	88.77 	88.96 
670	88.74 	88.79 	88.73 
668	88.80 	88.89 	88.65 
666	88.71 	88.79 	88.73 
664	88.96 	88.85 	88.84 
662	88.70 	88.97 	88.69 
660	88.81 	88.94 	89.01 
658	88.88 	89.10 	89.12 
656	88.89 	89.19 	88.97 
654	88.91 	89.33 	89.00 
652	88.98 	89.02 	89.14 
650	89.09 	89.20 	89.41 
648	89.03 	89.11 	89.22 
646	89.26 	89.21 	89.26 
644	89.23 	89.39 	89.28 
642	89.24 	89.47 	89.22 
640	89.28 	89.31 	89.23 
638	89.26 	89.35 	89.26 
636	89.20 	89.57 	89.21 
634	89.24 	89.41 	89.38 
632	89.40 	89.49 	89.46 
630	89.54 	89.41 	89.40 
628	89.55 	89.40 	89.48 
626	89.54 	89.63 	89.40 
624	89.48 	89.51 	89.53 
622	89.47 	89.55 	89.42 
620	89.39 	89.65 	89.45 
618	89.33 	89.60 	89.48 
616	89.51 	89.65 	89.64 
614	89.49 	89.81 	89.75 
612	89.72 	89.79 	89.54 
610	89.52 	89.84 	89.58 
608	89.67 	89.87 	89.77 
606	89.67 	89.69 	89.71 
604	89.69 	89.82 	89.63 
602	89.66 	89.83 	89.65 
600	89.55 	89.87 	89.66 
598	89.85 	89.82 	89.87 
596	89.90 	90.00 	89.83 
594	89.90 	89.93 	89.87 
592	89.80 	89.86 	89.80 
590	89.76 	89.88 	89.89 
588	89.79 	89.99 	89.85 
586	89.93 	89.93 	89.98 
584	89.85 	89.91 	89.90 
582	89.69 	89.88 	89.96 
580	89.85 	90.00 	89.85 
578	90.05 	89.97 	89.91 
576	89.95 	90.08 	90.03 
574	89.80 	89.95 	89.86 
572	89.93 	90.12 	90.02 
570	90.03 	90.20 	90.11 
568	89.86 	90.17 	90.13 
566	90.09 	90.19 	90.03 
564	90.08 	89.97 	89.86 
562	90.04 	90.07 	89.92 
560	90.14 	90.22 	90.15 
558	90.16 	90.21 	90.02 
556	90.07 	90.17 	90.06 
554	90.21 	90.42 	90.15 
552	90.29 	90.20 	89.99 
550	90.07 	90.30 	90.20 
548	90.22 	90.17 	90.15 
546	90.19 	90.33 	90.27 
544	90.19 	90.36 	90.34 
542	90.16 	90.46 	90.13 
540	90.18 	90.34 	90.25 
538	90.13 	90.43 	90.28 
536	90.41 	90.40 	90.17 
534	90.33 	90.39 	90.17 
532	89.99 	90.25 	90.32 
530	90.31 	90.51 	90.18 
528	90.09 	90.19 	90.26 
526	90.21 	90.27 	90.51 
524	90.16 	90.38 	90.61 
522	90.31 	90.62 	90.33 
520	90.34 	90.49 	90.48 
518	90.34 	90.69 	90.71 
516	90.49 	90.38 	90.35 
514	90.45 	90.63 	90.33 
512	90.31 	90.49 	90.57 
510	90.51 	90.41 	90.36 
508	90.31 	90.45 	90.61 
506	90.26 	90.53 	90.37 
504	90.25 	90.60 	90.57 
502	90.48 	90.68 	90.52 
500	90.42 	90.45 	90.62 
498	90.38 	90.56 	90.44 
496	90.47 	90.54 	90.47 
494	90.67 	90.65 	90.46 
492	90.45 	90.64 	90.60 
490	90.42 	90.57 	90.62 
488	90.60 	90.82 	90.51 
486	90.60 	90.88 	90.59 
484	90.76 	90.41 	90.37 
482	90.77 	90.52 	90.59 
480	90.46 	90.66 	90.52 
478	90.64 	90.81 	90.74 
476	90.57 	90.80 	90.59 
474	90.59 	90.42 	90.85 
472	90.62 	90.58 	90.65 
470	90.72 	90.78 	90.72 
468	90.54 	90.59 	90.80 
466	90.72 	90.54 	90.68 
464	90.47 	90.59 	90.72 
462	90.46 	90.72 	90.44 
460	90.48 	90.91 	90.71 
458	90.70 	90.70 	90.76 
456	90.57 	90.76 	90.63 
454	90.81 	90.77 	90.80 
452	90.45 	90.66 	90.78 
450	90.59 	90.35 	90.70 
448	90.68 	90.75 	90.40 
446	90.66 	90.86 	90.77 
444	90.68 	90.87 	90.74 
442	90.66 	91.18 	90.94 
440	90.79 	90.98 	90.80 
438	90.93 	91.05 	90.60 
436	90.71 	90.66 	90.52 
434	90.39 	91.21 	90.75 
432	90.75 	90.57 	90.88 
430	90.67 	90.84 	90.77 
428	90.67 	90.91 	91.09 
426	90.61 	91.09 	91.03 
424	91.03 	90.87 	91.04 
422	90.60 	91.08 	91.04 
420	90.58 	91.15 	91.27 
418	91.08 	91.14 	90.69 
416	90.59 	91.15 	90.63 
414	90.66 	90.87 	91.12 
412	90.88 	91.06 	90.56 
410	90.99 	91.13 	90.98 
408	90.95 	91.17 	91.02 
406	90.97 	90.72 	91.43 
404	90.92 	90.71 	90.81 
402	90.66 	91.03 	91.06 
400	91.06 	90.77 	91.09 
398	90.77 	91.36 	90.88 
396	91.20 	90.98 	91.20 
394	91.02 	91.16 	90.50 
392	91.20 	90.55 	90.96 
390	90.86 	90.97 	90.86 
388	91.08 	91.83 	90.58 
386	90.72 	91.20 	90.98 
384	90.59 	90.27 	91.12 
382	90.32 	91.03 	90.57 
380	90.62 	90.74 	90.95 
