# Subaru Telescope Primary Mirror In-Situ Measured Reflectivity
# Coated with Aluminum on 2017-10-20
# Opened the vacuum chamber on 2017-11-21
# Measured with Subaru Portable Spectrophotometer (SPS) on 2019-02-01 (469 days after, post CO2 cleaning)
# Measured three times at around the position 3
# Data between 950 nm and 1650 nm are also available (SPS-XWW).
# Contact: Hirofumi Okita (okita14@naoj.org)
#
# Wavelength (nm)	Pos.3 #1	Pos.3 #2	Pos.3 #3
794 	82.69	82.03	82.24
792 	82.69	82.26	82.34
790 	82.62	82.21	82.34
788 	82.83	82.34	82.73
786 	82.64	82.28	82.40
784 	82.69	82.52	82.70
782 	82.62	82.56	82.53
780 	82.96	82.53	82.68
778 	82.82	82.38	82.80
776 	82.95	82.50	82.85
774 	83.12	82.80	83.12
772 	83.16	82.78	82.97
770 	83.44	82.96	83.13
768 	83.41	83.13	83.23
766 	83.23	83.04	83.07
764 	83.46	82.99	83.33
762 	83.51	83.14	83.42
760 	83.73	83.40	83.60
758 	83.47	83.46	83.47
756 	83.72	83.43	83.86
754 	83.89	83.44	83.76
752 	83.91	83.50	83.92
750 	83.79	83.79	83.94
748 	84.14	83.70	84.07
746 	84.19	83.57	83.86
744 	84.04	83.82	84.34
742 	84.03	83.69	83.99
740 	84.34	83.94	84.11
738 	84.19	84.12	84.36
736 	84.33	83.96	84.28
734 	84.38	84.02	84.32
732 	84.38	84.25	84.13
730 	84.72	84.12	84.29
728 	84.71	84.19	84.19
726 	84.54	84.10	84.38
724 	84.48	84.21	84.53
722 	84.55	84.50	84.71
720 	84.56	84.47	84.44
718 	84.60	84.34	84.69
716 	84.61	84.36	84.54
714 	84.89	84.33	84.72
712 	84.85	84.56	84.71
710 	84.87	84.37	84.74
708 	84.66	84.59	84.57
706 	84.83	84.68	84.85
704 	84.56	84.68	84.99
702 	84.88	84.60	84.75
700 	84.97	84.63	85.04
698 	84.86	84.73	84.87
696 	85.26	84.89	85.07
694 	85.01	84.71	85.19
692 	85.04	84.83	85.39
690 	85.08	85.01	85.07
688 	85.06	85.03	84.97
686 	85.20	84.92	84.97
684 	85.37	84.92	85.06
682 	85.34	85.02	85.20
680 	85.32	85.04	85.21
678 	85.28	85.04	85.24
676 	85.43	85.04	85.37
674 	85.49	85.13	85.30
672 	85.50	85.04	85.49
670 	85.50	85.13	85.35
668 	85.36	85.02	85.44
666 	85.47	85.06	85.42
664 	85.45	85.27	85.36
662 	85.43	85.29	85.36
660 	85.78	85.11	85.66
658 	85.55	85.41	85.60
656 	85.46	85.09	85.77
654 	85.93	85.26	85.62
652 	85.67	85.23	85.73
650 	85.76	85.27	85.73
648 	85.88	85.24	85.67
646 	85.73	85.31	85.69
644 	85.81	85.49	85.63
642 	85.86	85.49	85.67
640 	85.68	85.42	85.85
638 	85.79	85.36	85.81
636 	85.82	85.42	85.89
634 	85.79	85.61	85.87
632 	85.98	85.57	85.76
630 	85.80	85.52	85.94
628 	85.98	85.47	85.86
626 	85.86	85.47	85.88
624 	85.91	85.36	85.89
622 	85.80	85.66	85.78
620 	85.74	85.63	85.91
618 	86.00	85.62	85.91
616 	85.77	85.66	85.88
614 	85.75	85.52	86.11
612 	86.03	85.72	85.88
610 	86.08	85.61	86.04
608 	85.95	85.53	86.02
606 	85.95	85.73	86.07
604 	86.00	85.70	86.21
602 	85.98	85.63	85.99
600 	85.89	85.64	86.10
598 	85.92	85.63	86.00
596 	85.97	85.56	85.95
594 	86.05	85.72	85.99
592 	86.08	85.76	85.99
590 	86.06	85.68	85.94
588 	86.04	85.68	85.92
586 	86.12	85.76	86.09
584 	86.08	85.71	86.03
582 	86.01	85.71	85.97
580 	86.10	85.57	86.02
578 	86.02	85.73	86.14
576 	86.14	85.70	86.14
574 	86.09	85.55	86.05
572 	86.02	85.61	86.22
570 	85.89	85.74	86.05
568 	85.94	85.85	86.23
566 	86.13	85.87	86.13
564 	85.98	85.74	86.06
562 	86.18	85.77	86.06
560 	86.15	85.70	86.12
558 	86.05	85.85	85.94
556 	86.12	85.86	86.07
554 	86.07	85.75	86.10
552 	86.23	85.85	86.02
550 	86.09	85.71	86.13
548 	85.84	85.77	86.06
546 	86.04	85.80	86.24
544 	85.86	85.75	86.19
542 	86.17	85.83	86.09
540 	85.92	85.83	86.06
538 	86.03	85.73	85.90
536 	85.90	85.66	86.02
534 	86.03	85.94	86.14
532 	86.10	85.91	85.98
530 	86.18	85.74	86.20
528 	85.96	85.71	85.83
526 	85.83	85.71	85.92
524 	86.17	85.67	86.01
522 	85.73	85.61	86.07
520 	85.87	85.75	86.13
518 	85.88	85.64	85.92
516 	86.08	85.53	85.89
514 	86.05	85.58	86.12
512 	85.94	85.68	86.08
510 	85.70	85.41	86.08
508 	85.80	85.56	85.96
506 	86.11	85.61	85.89
504 	86.18	85.68	85.86
502 	86.00	85.51	86.06
500 	85.93	85.69	85.98
498 	85.92	85.83	86.08
496 	85.97	85.80	85.82
494 	86.07	85.76	86.11
492 	85.86	85.61	85.78
490 	85.88	85.50	86.00
488 	85.53	85.45	85.77
486 	85.85	85.61	86.27
484 	85.89	85.53	85.90
482 	85.47	85.64	85.96
480 	85.75	85.53	86.00
478 	85.88	85.51	85.75
476 	85.75	85.51	85.95
474 	85.78	85.68	85.72
472 	85.67	85.52	85.95
470 	86.00	85.43	85.92
468 	85.65	85.40	85.72
466 	85.59	85.29	85.82
464 	85.84	85.51	85.87
462 	85.69	85.14	85.71
460 	85.68	85.06	85.66
458 	85.88	85.29	85.82
456 	85.64	85.51	85.93
454 	85.67	85.23	85.74
452 	85.45	85.48	85.75
450 	85.51	85.30	85.77
448 	85.80	85.33	85.46
446 	85.69	85.42	85.48
444 	85.73	85.45	85.85
442 	85.78	85.62	85.79
440 	85.76	85.30	85.69
438 	85.53	85.17	85.72
436 	85.17	84.86	85.52
434 	85.58	85.42	85.58
432 	85.46	85.15	85.82
430 	85.71	85.47	85.65
428 	85.20	85.42	85.68
426 	85.24	85.32	85.63
424 	85.40	85.10	85.41
422 	85.01	85.08	85.53
420 	85.62	85.08	85.64
418 	84.82	85.20	85.55
416 	85.05	84.88	85.77
414 	85.59	84.86	85.59
412 	85.48	84.81	85.44
410 	85.15	84.56	86.04
408 	85.42	84.87	85.56
406 	85.39	85.47	85.11
404 	85.07	84.73	85.15
402 	84.58	85.28	85.38
400 	85.73	85.03	85.20
398 	85.21	84.70	85.96
396 	85.25	84.40	85.19
394 	85.00	84.28	86.25
392 	85.64	85.27	86.12
390 	85.31	84.43	85.23
388 	85.08	84.68	85.74
386 	85.46	84.20	85.52
384 	84.70	83.95	84.85
382 	85.05	84.84	86.09
380 	85.43	84.94	85.16


1650	95.52	95.08	95.21
1640	95.51	95.10	95.21
1630	95.51	95.10	95.23
1620	95.50	95.10	95.21
1610	95.51	95.09	95.22
1600	95.49	95.08	95.21
1590	95.48	95.07	95.19
1580	95.46	95.05	95.19
1570	95.44	95.04	95.17
1560	95.43	95.02	95.16
1550	95.41	94.99	95.14
1540	95.39	94.98	95.11
1530	95.37	94.96	95.10
1520	95.34	94.93	95.07
1510	95.32	94.90	95.06
1500	95.30	94.88	95.03
1490	95.27	94.86	95.01
1480	95.24	94.83	94.98
1470	95.21	94.80	94.95
1460	95.19	94.78	94.92
1450	95.15	94.75	94.90
1440	95.12	94.71	94.87
1430	95.09	94.69	94.84
1420	95.07	94.66	94.81
1410	95.04	94.63	94.78
1400	95.01	94.60	94.75
1390	94.97	94.57	94.72
1380	94.94	94.54	94.69
1370	94.87	94.48	94.63
1360	94.84	94.43	94.58
1350	94.80	94.39	94.55
1340	94.75	94.35	94.51
1330	94.72	94.32	94.47
1320	94.68	94.28	94.43
1310	94.63	94.24	94.40
1300	94.60	94.21	94.35
1290	94.55	94.16	94.31
1280	94.51	94.11	94.27
1270	94.47	94.07	94.21
1260	94.41	94.02	94.17
1250	94.36	93.97	94.13
1240	94.31	93.92	94.07
1230	94.26	93.87	94.02
1220	94.20	93.81	93.97
1210	94.14	93.75	93.90
1200	94.08	93.69	93.83
1190	94.00	93.61	93.77
1180	93.92	93.53	93.68
1170	93.85	93.46	93.62
1160	93.77	93.39	93.55
1150	93.69	93.31	93.46
1140	93.60	93.22	93.38
1130	93.50	93.13	93.28
1120	93.39	93.02	93.18
1110	93.28	92.90	93.07
1100	93.16	92.78	92.95
1090	93.04	92.66	92.82
1080	92.88	92.51	92.69
1070	92.74	92.36	92.54
1060	92.58	92.21	92.37
1050	92.41	92.04	92.21
1040	92.21	91.85	92.03
1030	92.02	91.64	91.83
1020	91.79	91.42	91.61
1010	91.55	91.19	91.37
1000	91.28	90.92	91.11
990	91.00	90.64	90.83
980	90.67	90.31	90.50
970	90.33	89.97	90.15
960	89.95	89.58	89.77
950	89.50	89.14	89.33
