# Subaru Telescope Primary Mirror In-Situ Measured Reflectivity
# Coated with Aluminum on 2017-10-20
# Opened the vacuum chamber on 2017-11-21
# Measured with Subaru Portable Spectrophotometer (SPS) on 2018-12-21 (427 days after)
# Measured four times at around the position 3
# Data between 950 nm and 1650 nm are also available (SPS-XWW).
# Contact: Hirofumi Okita (okita14@naoj.org)
#
# Wavelength (nm)	Pos.3 #1	Pos.3 #2	Pos.3 #3	Pos.3 #4
768	83.32	83.07	83.49	83.38
766	83.15	83.39	83.66	83.45
764	83.07	83.42	83.44	83.43
762	83.44	83.58	83.46	83.43
760	83.62	83.70	83.73	83.71
758	83.61	83.65	83.77	83.93
756	83.59	83.79	84.10	83.94
754	84.05	83.82	83.98	83.94
752	84.14	83.94	83.85	83.83
750	83.58	83.59	84.00	84.09
748	83.99	83.90	83.82	84.15
746	84.24	83.82	84.34	84.12
744	84.02	83.77	84.27	84.40
742	83.96	83.94	84.14	84.25
740	84.40	83.99	84.21	84.26
738	84.15	84.14	84.32	84.37
736	84.01	84.59	84.43	84.54
734	84.53	84.20	84.25	84.59
732	84.25	84.48	84.57	84.67
730	84.57	84.48	84.66	84.48
728	84.59	84.38	84.77	84.50
726	84.58	84.34	84.72	84.53
724	84.48	84.51	84.89	84.87
722	84.64	84.45	84.64	84.75
720	84.55	84.44	84.74	84.85
718	84.46	84.55	84.95	85.03
716	84.99	84.83	84.91	84.85
714	84.66	84.76	84.80	84.81
712	84.66	84.83	84.64	85.04
710	84.86	84.89	85.03	85.00
708	84.87	84.91	84.91	85.02
706	84.84	84.84	85.02	85.10
704	84.89	84.90	85.27	85.03
702	85.12	84.78	85.20	85.23
700	85.14	84.89	85.10	85.00
698	85.30	85.08	85.18	85.27
696	85.11	85.07	85.23	85.47
694	85.12	85.00	85.50	85.32
692	85.14	85.11	85.30	85.21
690	85.08	85.03	85.34	85.21
688	85.26	84.93	85.35	85.18
686	85.18	85.16	85.50	85.31
684	85.28	85.12	85.40	85.48
682	85.18	85.10	85.37	85.64
680	85.24	85.18	85.52	85.53
678	85.40	85.33	85.29	85.57
676	85.42	85.19	85.31	85.89
674	85.32	85.21	85.71	85.49
672	85.48	85.47	85.68	85.59
670	85.48	85.30	85.74	85.39
668	85.43	85.32	85.61	85.70
666	85.52	85.36	85.79	85.72
664	85.47	85.41	85.67	85.65
662	85.38	85.56	85.92	85.86
660	85.58	85.56	85.73	85.87
658	85.57	85.48	85.81	85.72
656	85.45	85.47	85.78	85.64
654	85.79	85.65	85.95	85.72
652	85.57	85.50	85.90	85.74
650	85.58	85.60	85.77	85.82
648	85.73	85.78	85.82	85.95
646	85.70	85.70	85.89	85.91
644	85.75	85.69	86.05	86.15
642	85.70	85.80	85.99	86.00
640	85.78	85.88	86.20	86.07
638	85.65	85.84	86.16	86.00
636	85.67	85.72	85.95	86.08
634	85.90	85.90	86.01	86.16
632	85.71	85.84	86.06	86.11
630	85.86	85.84	86.28	85.94
628	86.01	85.69	86.23	86.04
626	85.84	85.96	86.00	86.06
624	85.98	85.98	86.32	86.10
622	85.67	85.98	86.22	86.05
620	85.84	86.00	86.15	86.08
618	86.03	85.99	86.25	86.27
616	85.91	85.75	86.23	86.26
614	85.88	86.06	86.17	86.19
612	85.98	86.01	86.19	86.14
610	85.98	85.95	86.12	86.27
608	85.88	85.94	86.33	86.22
606	86.22	86.13	86.50	86.33
604	85.99	86.17	86.22	86.22
602	86.02	85.97	86.41	86.15
600	85.83	85.98	86.29	86.25
598	86.21	86.04	86.40	86.29
596	86.12	86.00	86.38	86.27
594	86.07	85.95	86.26	86.23
592	86.02	85.86	86.41	86.26
590	86.06	85.73	86.31	86.32
588	85.99	85.94	86.37	86.21
586	86.13	85.94	86.43	86.26
584	86.14	85.92	86.38	86.20
582	86.14	85.99	86.30	86.24
580	86.02	86.18	86.41	86.36
578	86.13	86.13	86.39	86.39
576	86.17	86.19	86.41	86.39
574	86.30	86.11	86.48	86.41
572	85.96	86.15	86.57	86.45
570	86.12	85.87	86.36	86.36
568	86.17	85.96	86.62	86.39
566	86.08	85.92	86.48	86.33
564	86.23	86.20	86.49	86.30
562	86.24	85.95	86.41	86.56
560	86.12	86.26	86.43	86.34
558	86.16	86.00	86.34	86.39
556	86.17	86.11	86.52	86.44
554	86.03	86.12	86.44	86.42
552	86.13	86.03	86.41	86.20
550	86.03	86.38	86.51	86.36
548	86.25	86.02	86.56	86.32
546	86.05	86.15	86.66	86.54
544	86.25	86.06	86.54	86.55
542	86.13	86.34	86.48	86.39
540	86.07	86.16	86.29	86.40
538	86.10	86.11	86.53	86.50
536	86.18	86.31	86.42	86.48
534	86.21	86.14	86.42	86.48
532	85.97	85.97	86.56	86.28
530	86.10	86.24	86.60	86.32
528	86.03	86.05	86.56	86.32
526	86.20	86.23	86.73	86.37
524	86.22	86.17	86.64	86.44
522	86.03	86.06	86.62	86.32
520	86.14	86.11	86.35	86.47
518	86.06	85.87	86.59	86.50
516	86.17	86.01	86.77	86.40
514	86.02	86.25	86.46	86.53
512	86.11	86.15	86.79	86.16
510	86.35	86.15	86.59	86.13
508	86.25	86.24	86.67	86.46
506	85.91	85.91	86.73	86.45
504	86.00	86.01	86.61	86.27
502	86.31	86.25	86.28	86.38
500	86.16	86.10	86.36	86.34
498	86.13	86.05	86.64	86.27
496	86.06	86.02	86.59	86.41
494	86.19	86.00	86.32	86.23
492	86.09	86.02	86.73	86.55
490	85.97	86.21	86.63	86.24
488	86.26	86.18	86.38	86.42
486	86.08	86.05	86.41	86.60
484	86.13	86.11	86.63	86.27
482	86.08	85.88	86.45	86.32
480	86.06	86.07	86.43	86.33
478	85.73	85.94	86.55	86.24
476	85.89	85.92	86.53	86.44
474	86.16	85.99	86.46	86.45
472	85.95	85.78	86.34	86.36
470	86.02	85.99	86.37	86.36
468	85.88	85.81	86.50	86.58
466	85.99	85.78	86.49	86.22
464	86.06	85.68	86.35	86.20
462	85.76	85.87	86.19	86.37
460	86.17	85.80	86.25	86.40
458	85.84	85.82	86.17	86.48
456	85.92	85.86	86.52	86.14
454	85.89	86.17	86.59	86.42
452	86.00	86.08	86.34	86.12
450	85.80	85.70	86.33	86.27
448	85.98	85.54	86.51	86.28
446	86.12	85.73	86.59	86.01
444	86.06	85.87	86.60	86.17
442	85.90	85.74	86.04	86.19
440	85.89	85.65	86.22	86.24
438	85.79	85.87	86.18	86.30
436	85.38	85.60	85.75	86.46
434	86.13	85.84	86.04	86.11
432	85.90	85.81	86.14	85.88
430	85.84	85.64	86.30	86.25
428	85.97	85.99	86.42	86.47
426	85.67	85.76	86.47	86.29
424	85.68	86.03	86.56	86.20
422	85.51	85.74	86.38	86.06
420	85.99	85.86	86.29	86.05
418	86.17	85.61	86.37	85.74
416	85.65	85.50	86.47	86.01
414	85.64	85.57	86.35	86.49
412	85.60	85.82	86.62	85.74
410	85.74	85.64	86.00	86.17
408	85.43	85.82	85.72	86.02
406	85.77	85.65	86.16	85.32
404	85.53	85.42	86.56	85.92
402	85.37	85.47	86.03	85.78
400	85.61	85.18	86.16	85.38
398	85.57	85.45	86.51	85.30
396	85.70	85.58	86.00	85.49
394	85.56	85.93	86.63	85.79
392	85.12	84.69	86.11	86.16
390	85.21	84.95	87.17	85.17
388	85.99	84.74	86.75	85.76
386	85.20	84.44	85.45	85.87
384	85.47	85.74	85.48	86.49
382	85.37	85.21	86.32	86.98
380	86.16	84.96	85.59	85.91


1650	94.88	94.83	94.88	94.97
1640	94.90	94.84	94.90	94.98
1630	94.90	94.85	94.91	94.98
1620	94.89	94.85	94.90	94.98
1610	94.89	94.86	94.91	94.98
1600	94.89	94.83	94.90	94.98
1590	94.88	94.84	94.90	94.97
1580	94.87	94.82	94.89	94.97
1570	94.87	94.81	94.88	94.95
1560	94.84	94.79	94.87	94.93
1550	94.84	94.79	94.86	94.92
1540	94.82	94.76	94.84	94.91
1530	94.80	94.75	94.83	94.89
1520	94.78	94.74	94.81	94.87
1510	94.76	94.72	94.79	94.86
1500	94.74	94.70	94.77	94.84
1490	94.72	94.68	94.75	94.82
1480	94.70	94.66	94.73	94.80
1470	94.67	94.63	94.71	94.77
1460	94.64	94.61	94.68	94.75
1450	94.62	94.58	94.66	94.73
1440	94.60	94.56	94.64	94.69
1430	94.57	94.53	94.61	94.68
1420	94.54	94.51	94.59	94.65
1410	94.52	94.47	94.56	94.62
1400	94.49	94.46	94.54	94.60
1390	94.46	94.43	94.51	94.57
1380	94.43	94.39	94.48	94.54
1370	94.36	94.33	94.42	94.48
1360	94.33	94.30	94.38	94.44
1350	94.29	94.25	94.34	94.41
1340	94.26	94.22	94.31	94.37
1330	94.22	94.18	94.27	94.33
1320	94.18	94.14	94.24	94.30
1310	94.15	94.10	94.21	94.26
1300	94.11	94.07	94.16	94.22
1290	94.07	94.03	94.13	94.18
1280	94.02	93.99	94.08	94.13
1270	93.98	93.94	94.04	94.09
1260	93.94	93.89	93.99	94.04
1250	93.89	93.85	93.95	94.00
1240	93.84	93.80	93.90	93.95
1230	93.79	93.74	93.85	93.89
1220	93.74	93.69	93.80	93.85
1210	93.68	93.63	93.73	93.78
1200	93.61	93.57	93.67	93.72
1190	93.54	93.49	93.61	93.65
1180	93.47	93.43	93.53	93.58
1170	93.40	93.35	93.46	93.50
1160	93.34	93.28	93.40	93.43
1150	93.26	93.21	93.33	93.36
1140	93.18	93.13	93.24	93.28
1130	93.09	93.04	93.15	93.19
1120	93.00	92.93	93.06	93.09
1110	92.89	92.83	92.96	92.99
1100	92.78	92.71	92.85	92.87
1090	92.66	92.60	92.73	92.75
1080	92.52	92.46	92.61	92.62
1070	92.38	92.32	92.46	92.48
1060	92.23	92.17	92.31	92.33
1050	92.07	92.00	92.16	92.17
1040	91.89	91.83	91.98	91.99
1030	91.70	91.63	91.79	91.80
1020	91.48	91.42	91.58	91.59
1010	91.25	91.19	91.35	91.37
1000	91.00	90.95	91.10	91.10
990	90.71	90.65	90.82	90.82
980	90.41	90.35	90.51	90.51
970	90.06	90.00	90.18	90.18
960	89.68	89.63	89.79	89.80
950	89.25	89.21	89.37	89.37
