# Subaru Telescope Primary Mirror In-Situ Measured Reflectivity
# Coated with Aluminum on 2017-10-20
# Opened the vacuum chamber on 2017-11-21
# Measured with Subaru Portable Spectrophotometer (SPS) on 2019-04-26 (553 days after, post CO2 cleaning)
# Measured three times at around the position 3
# Data between 950 nm and 1650 nm are also available (SPS-XWW).
# Contact: Hirofumi Okita (okita14@naoj.org)
#
# Wavelength (nm)	Pos.3 #1	Pos.3 #2	Pos.3 #3
884 	84.40 	84.42 	85.07 
882 	84.70 	84.73 	84.80 
880 	84.26 	84.29 	84.26 
878 	84.29 	84.43 	84.35 
876 	83.63 	84.34 	84.45 
874 	83.47 	83.97 	84.18 
872 	83.56 	83.77 	83.59 
870 	83.43 	83.64 	83.62 
868 	83.39 	83.54 	83.57 
866 	83.03 	83.29 	83.82 
864 	82.65 	83.31 	83.08 
862 	83.10 	83.37 	83.00 
860 	82.89 	82.71 	83.32 
858 	82.35 	82.87 	83.19 
856 	82.25 	82.91 	83.07 
854 	82.39 	82.80 	83.05 
852 	82.20 	82.47 	82.53 
850 	81.98 	82.42 	82.76 
848 	81.81 	82.33 	82.08 
846 	82.17 	82.22 	82.04 
844 	81.74 	81.94 	82.00 
842 	81.74 	82.14 	82.04 
840 	82.00 	82.26 	82.16 
838 	81.53 	82.43 	81.83 
836 	81.78 	81.91 	81.89 
834 	81.72 	81.57 	81.89 
832 	81.59 	81.70 	81.60 
830 	81.94 	81.58 	82.09 
828 	81.51 	82.06 	81.78 
826 	81.37 	81.56 	81.86 
824 	81.21 	81.86 	81.74 
822 	81.41 	81.84 	81.74 
820 	81.64 	81.71 	81.51 
818 	81.43 	81.28 	81.52 
816 	81.51 	81.57 	81.64 
814 	81.40 	81.44 	81.64 
812 	81.80 	81.59 	82.02 
810 	81.67 	81.50 	82.05 
808 	81.57 	81.72 	82.01 
806 	81.58 	81.81 	82.18 
804 	81.65 	81.84 	82.10 
802 	81.52 	82.04 	82.10 
800 	81.77 	82.16 	82.05 
798 	81.95 	81.69 	81.87 
796 	81.76 	82.03 	82.23 
794 	81.82 	81.90 	82.48 
792 	81.90 	82.34 	82.16 
790 	82.18 	82.39 	82.33 
788 	81.93 	82.51 	82.15 
786 	82.05 	82.32 	82.43 
784 	82.09 	82.50 	82.63 
782 	82.26 	82.84 	82.51 
780 	82.28 	82.45 	82.53 
778 	82.50 	82.60 	82.66 
776 	83.00 	82.65 	82.63 
774 	82.65 	82.85 	83.02 
772 	82.70 	82.72 	82.64 
770 	82.88 	82.73 	82.90 
768 	82.91 	83.06 	82.95 
766 	82.83 	83.17 	83.20 
764 	83.04 	83.17 	82.97 
762 	82.94 	83.29 	83.37 
760 	83.01 	83.36 	83.49 
758 	82.82 	83.42 	83.51 
756 	83.29 	83.33 	83.57 
754 	83.16 	83.41 	83.49 
752 	83.20 	83.58 	83.51 
750 	83.25 	83.41 	83.63 
748 	83.33 	83.63 	83.69 
746 	83.46 	83.52 	83.82 
744 	83.76 	83.57 	83.84 
742 	83.51 	83.65 	83.85 
740 	83.50 	83.76 	83.83 
738 	83.31 	83.69 	84.03 
736 	83.73 	83.86 	83.86 
734 	83.59 	84.00 	84.01 
732 	83.75 	83.97 	84.22 
730 	83.80 	83.94 	84.21 
728 	83.92 	84.17 	84.18 
726 	83.65 	84.11 	84.13 
724 	84.06 	84.04 	84.23 
722 	83.93 	84.44 	84.67 
720 	84.08 	84.20 	84.43 
718 	83.87 	84.32 	84.54 
716 	84.26 	84.46 	84.30 
714 	84.28 	84.29 	84.75 
712 	84.25 	84.44 	84.54 
710 	84.07 	84.43 	84.47 
708 	84.05 	84.40 	84.33 
706 	84.40 	84.46 	84.67 
704 	84.30 	84.51 	84.66 
702 	84.37 	84.75 	84.71 
700 	84.45 	84.75 	84.72 
698 	84.33 	84.39 	84.69 
696 	84.38 	84.61 	85.01 
694 	84.53 	84.49 	84.75 
692 	84.47 	84.70 	84.77 
690 	84.75 	84.63 	84.89 
688 	84.37 	84.93 	84.83 
686 	84.61 	84.85 	84.83 
684 	84.53 	84.90 	84.96 
682 	84.48 	84.94 	85.16 
680 	84.50 	84.82 	84.75 
678 	84.66 	85.08 	85.03 
676 	84.68 	84.82 	84.89 
674 	84.67 	84.83 	85.00 
672 	84.66 	84.73 	85.25 
670 	84.76 	84.87 	85.10 
668 	84.82 	85.03 	85.39 
666 	84.75 	85.04 	85.20 
664 	84.74 	85.09 	85.32 
662 	85.00 	84.94 	85.14 
660 	84.93 	85.16 	85.38 
658 	84.78 	85.21 	85.20 
656 	84.65 	85.02 	85.14 
654 	85.06 	85.32 	85.22 
652 	85.00 	85.23 	85.10 
650 	84.77 	85.22 	85.12 
648 	84.91 	85.30 	85.27 
646 	84.95 	85.29 	85.29 
644 	84.80 	85.10 	85.36 
642 	85.03 	85.17 	85.32 
640 	85.03 	85.26 	85.31 
638 	85.13 	85.12 	85.28 
636 	85.00 	85.40 	85.25 
634 	85.07 	85.35 	85.24 
632 	85.18 	85.31 	85.37 
630 	85.02 	85.16 	85.46 
628 	84.95 	85.32 	85.41 
626 	85.11 	85.13 	85.42 
624 	85.14 	85.27 	85.55 
622 	84.96 	85.34 	85.36 
620 	84.96 	85.38 	85.43 
618 	85.08 	85.45 	85.57 
616 	85.11 	85.38 	85.44 
614 	85.25 	85.54 	85.41 
612 	85.11 	85.65 	85.37 
610 	84.85 	85.46 	85.58 
608 	85.06 	85.45 	85.42 
606 	85.07 	85.45 	85.53 
604 	85.19 	85.53 	85.41 
602 	85.03 	85.41 	85.33 
600 	84.91 	85.34 	85.52 
598 	85.20 	85.36 	85.58 
596 	85.08 	85.29 	85.68 
594 	85.00 	85.47 	85.57 
592 	85.11 	85.36 	85.57 
590 	85.03 	85.64 	85.53 
588 	85.10 	85.55 	85.41 
586 	85.11 	85.48 	85.43 
584 	85.16 	85.42 	85.42 
582 	85.05 	85.33 	85.36 
580 	85.15 	85.51 	85.35 
578 	85.06 	85.44 	85.48 
576 	85.00 	85.36 	85.24 
574 	85.02 	85.30 	85.46 
572 	84.87 	85.45 	85.42 
570 	85.17 	85.52 	85.46 
568 	85.12 	85.31 	85.32 
566 	85.15 	85.39 	85.47 
564 	85.25 	85.13 	85.44 
562 	85.14 	85.29 	85.21 
560 	85.17 	85.32 	85.23 
558 	85.01 	85.38 	85.31 
556 	85.08 	85.44 	85.40 
554 	85.19 	85.37 	85.48 
552 	84.96 	85.25 	85.12 
550 	85.17 	85.32 	85.43 
548 	84.78 	85.44 	85.28 
546 	84.99 	85.37 	85.44 
544 	85.00 	85.26 	85.28 
542 	84.98 	85.14 	85.40 
540 	85.05 	85.41 	85.25 
538 	85.13 	85.30 	85.19 
536 	85.06 	85.02 	85.19 
534 	84.92 	85.14 	85.03 
532 	84.84 	85.21 	85.36 
530 	84.75 	85.35 	85.22 
528 	84.95 	85.14 	85.23 
526 	84.92 	85.42 	85.02 
524 	84.91 	85.00 	85.11 
522 	84.98 	84.98 	85.09 
520 	84.71 	85.10 	85.13 
518 	84.93 	85.06 	85.08 
516 	84.93 	85.28 	84.94 
514 	85.04 	84.98 	85.06 
512 	84.86 	85.22 	85.14 
510 	84.76 	85.16 	85.05 
508 	84.54 	85.03 	85.16 
506 	84.59 	84.88 	85.21 
504 	84.61 	85.01 	85.06 
502 	84.79 	85.06 	84.94 
500 	84.76 	85.00 	84.99 
498 	84.78 	85.09 	84.90 
496 	84.72 	84.96 	85.13 
494 	84.90 	85.13 	84.81 
492 	84.69 	85.12 	84.93 
490 	84.57 	84.88 	84.91 
488 	84.73 	84.84 	84.68 
486 	84.49 	84.92 	84.90 
484 	84.39 	84.73 	84.82 
482 	84.56 	84.86 	84.94 
480 	84.39 	84.75 	84.66 
478 	84.68 	84.47 	84.90 
476 	84.54 	84.81 	84.81 
474 	84.50 	84.47 	84.72 
472 	84.46 	84.68 	84.68 
470 	84.42 	84.77 	84.67 
468 	84.26 	84.65 	84.83 
466 	84.49 	84.24 	84.61 
464 	84.19 	84.50 	84.50 
462 	84.48 	84.43 	84.58 
460 	84.40 	84.65 	84.56 
458 	84.35 	84.36 	84.74 
456 	84.20 	84.44 	84.62 
454 	84.34 	84.52 	84.46 
452 	84.45 	84.63 	84.49 
450 	84.23 	84.49 	84.32 
448 	84.14 	84.47 	84.34 
446 	84.10 	84.18 	84.48 
444 	84.26 	84.62 	84.31 
442 	84.09 	84.66 	84.13 
440 	84.24 	84.45 	84.05 
438 	83.91 	84.42 	84.15 
436 	83.70 	83.87 	83.87 
434 	83.91 	84.29 	84.19 
432 	84.19 	84.26 	84.08 
430 	83.94 	84.57 	84.17 
428 	83.70 	83.86 	84.18 
426 	83.96 	83.91 	84.39 
424 	83.69 	84.07 	84.05 
422 	83.68 	83.82 	83.93 
420 	83.92 	84.27 	83.59 
418 	83.55 	84.04 	84.24 
416 	83.68 	83.81 	84.18 
414 	83.36 	84.33 	83.84 
412 	83.59 	83.88 	84.64 
410 	83.97 	84.05 	83.84 
408 	83.67 	83.82 	83.79 
406 	83.68 	83.73 	83.48 
404 	83.26 	83.65 	83.42 
402 	83.50 	84.18 	83.73 
400 	83.01 	83.94 	83.48 
398 	83.21 	83.99 	84.35 
396 	83.67 	83.61 	83.60 
394 	82.90 	83.85 	83.84 
392 	83.57 	83.68 	83.39 
390 	83.48 	83.47 	84.20 
388 	83.64 	83.71 	83.49 
386 	83.16 	84.07 	83.80 
384 	83.07 	83.66 	82.50 
382 	82.54 	83.79 	82.86 
380 	83.24 	83.37 	82.81 


1650	95.21 	95.28 	95.44 
1640	95.22 	95.29 	95.45 
1630	95.22 	95.29 	95.45 
1620	95.22 	95.29 	95.44 
1610	95.21 	95.28 	95.45 
1600	95.20 	95.27 	95.43 
1590	95.19 	95.27 	95.41 
1580	95.17 	95.25 	95.40 
1570	95.17 	95.24 	95.39 
1560	95.14 	95.22 	95.37 
1550	95.12 	95.21 	95.36 
1540	95.11 	95.19 	95.35 
1530	95.10 	95.17 	95.32 
1520	95.07 	95.15 	95.30 
1510	95.03 	95.12 	95.27 
1500	95.01 	95.10 	95.26 
1490	94.99 	95.08 	95.23 
1480	94.96 	95.05 	95.20 
1470	94.94 	95.02 	95.17 
1460	94.90 	95.00 	95.15 
1450	94.87 	94.96 	95.11 
1440	94.84 	94.94 	95.09 
1430	94.81 	94.90 	95.05 
1420	94.78 	94.87 	95.03 
1410	94.75 	94.84 	95.00 
1400	94.72 	94.82 	94.97 
1390	94.69 	94.78 	94.94 
1380	94.65 	94.74 	94.89 
1370	94.58 	94.68 	94.84 
1360	94.54 	94.63 	94.79 
1350	94.50 	94.59 	94.75 
1340	94.45 	94.56 	94.71 
1330	94.41 	94.52 	94.67 
1320	94.38 	94.47 	94.63 
1310	94.33 	94.43 	94.59 
1300	94.29 	94.39 	94.54 
1290	94.24 	94.34 	94.50 
1280	94.19 	94.29 	94.45 
1270	94.14 	94.25 	94.40 
1260	94.09 	94.19 	94.35 
1250	94.03 	94.14 	94.30 
1240	93.98 	94.08 	94.23 
1230	93.92 	94.02 	94.18 
1220	93.86 	93.96 	94.13 
1210	93.79 	93.90 	94.06 
1200	93.71 	93.83 	93.98 
1190	93.64 	93.76 	93.91 
1180	93.56 	93.67 	93.83 
1170	93.48 	93.59 	93.75 
1160	93.40 	93.51 	93.68 
1150	93.31 	93.43 	93.59 
1140	93.23 	93.34 	93.50 
1130	93.12 	93.24 	93.40 
1120	93.01 	93.13 	93.29 
1110	92.90 	93.01 	93.17 
1100	92.78 	92.90 	93.04 
1090	92.64 	92.76 	92.91 
1080	92.50 	92.62 	92.77 
1070	92.34 	92.46 	92.62 
1060	92.18 	92.31 	92.46 
1050	92.00 	92.12 	92.27 
1040	91.80 	91.94 	92.07 
1030	91.59 	91.72 	91.88 
1020	91.36 	91.49 	91.65 
1010	91.12 	91.25 	91.40 
1000	90.84 	90.97 	91.13 
990	90.54 	90.68 	90.83 
980	90.21 	90.34 	90.50 
970	89.84 	89.98 	90.13 
960	89.44 	89.59 	89.73 
950	88.99 	89.14 	89.26 
