# Subaru Telescope Primary Mirror In-Situ Measured Reflectivity						
# Coated with Aluminum on 2017-10-20												
# Opened the vacuum chamber on 2017-11-21
# Measured with Subaru Portable Spectrophotometer (SPS) on 2018-01-29 (101 days after)						
# Measured three times at around the position 3
# Contact: Hirofumi Okita (okita14@naoj.org)    						
#
# Wavelength (nm)	Pos.3 #1	Pos.3 #2	Pos.3 #3
898	88.29 	88.67 	88.74 
896	88.28 	88.75 	88.26 
894	88.43 	88.44 	89.01 
892	88.04 	88.07 	88.33 
890	88.49 	88.27 	87.82 
888	88.34 	88.31 	88.19 
886	87.68 	88.25 	87.94 
884	87.52 	87.70 	87.66 
882	87.62 	87.51 	87.40 
880	87.31 	87.37 	87.09 
878	87.37 	87.39 	87.20 
876	86.81 	87.17 	87.05 
874	86.84 	87.38 	87.09 
872	87.37 	86.90 	86.87 
870	86.60 	86.73 	87.00 
868	86.33 	86.65 	86.32 
866	86.32 	86.56 	86.55 
864	86.31 	86.10 	86.61 
862	85.91 	86.24 	86.71 
860	86.09 	85.99 	86.32 
858	85.68 	85.87 	86.01 
856	85.75 	85.64 	86.19 
854	85.54 	85.57 	85.90 
852	85.48 	85.59 	85.69 
850	85.36 	85.41 	85.34 
848	85.36 	85.43 	85.28 
846	85.17 	85.26 	85.33 
844	85.26 	85.09 	85.03 
842	85.09 	85.05 	85.22 
840	85.05 	85.11 	85.27 
838	84.75 	85.32 	84.94 
836	85.08 	84.92 	85.24 
834	85.13 	85.04 	84.95 
832	84.70 	85.11 	84.88 
830	84.88 	85.18 	84.69 
828	84.71 	84.90 	84.65 
826	84.83 	84.92 	84.43 
824	84.73 	84.67 	85.24 
822	84.47 	84.86 	84.75 
820	84.70 	84.83 	84.81 
818	84.71 	84.85 	84.76 
816	84.68 	84.68 	84.58 
814	84.97 	84.77 	84.79 
812	84.64 	84.72 	84.94 
810	85.01 	84.75 	85.06 
808	84.71 	84.96 	84.79 
806	85.15 	85.01 	85.20 
804	84.95 	84.96 	85.00 
802	84.88 	84.92 	85.07 
800	85.29 	85.20 	84.75 
798	84.96 	85.14 	84.96 
796	85.08 	85.15 	85.13 
794	84.98 	85.56 	85.38 
792	85.14 	85.79 	85.48 
790	85.13 	85.53 	85.37 
788	85.70 	85.61 	85.42 
786	85.80 	85.44 	85.58 
784	85.64 	85.61 	85.88 
782	85.58 	85.76 	85.87 
780	85.55 	85.81 	85.92 
778	85.86 	86.14 	85.84 
776	86.13 	85.65 	86.30 
774	85.95 	85.91 	86.09 
772	86.33 	86.18 	86.20 
770	86.35 	86.27 	86.21 
768	86.12 	86.37 	86.49 
766	86.01 	86.48 	86.54 
764	86.29 	86.62 	86.28 
762	86.54 	86.71 	86.42 
760	86.60 	86.61 	86.68 
758	86.83 	86.53 	86.79 
756	86.49 	86.50 	86.88 
754	86.62 	87.04 	86.73 
752	86.81 	87.24 	87.09 
750	86.89 	86.92 	87.06 
748	87.27 	87.07 	87.09 
746	87.10 	87.14 	87.21 
744	87.18 	87.05 	87.17 
742	87.07 	87.36 	87.08 
740	87.16 	87.00 	87.40 
738	87.35 	87.23 	87.30 
736	87.37 	87.66 	87.23 
734	87.25 	87.37 	87.33 
732	87.47 	87.61 	87.66 
730	87.48 	87.55 	87.63 
728	87.57 	87.74 	87.79 
726	87.57 	87.58 	87.72 
724	87.60 	87.70 	87.92 
722	87.75 	87.98 	87.94 
720	87.96 	87.89 	87.94 
718	87.88 	87.88 	87.88 
716	87.84 	87.98 	88.04 
714	87.81 	88.20 	88.04 
712	87.96 	88.22 	88.15 
710	87.92 	88.18 	88.16 
708	88.15 	88.05 	88.39 
706	88.32 	88.25 	88.35 
704	88.18 	88.23 	88.57 
702	88.14 	88.44 	88.35 
700	88.24 	88.27 	88.35 
698	88.18 	88.37 	88.46 
696	88.38 	88.31 	88.51 
694	88.36 	88.35 	88.53 
692	88.66 	88.49 	88.50 
690	88.65 	88.50 	88.62 
688	88.78 	88.52 	88.87 
686	88.66 	88.78 	88.68 
684	88.62 	88.56 	88.79 
682	88.72 	88.68 	88.77 
680	88.75 	88.65 	88.79 
678	88.88 	88.79 	88.84 
676	88.82 	88.95 	89.02 
674	88.96 	88.90 	88.87 
672	89.09 	89.04 	89.02 
670	89.00 	88.95 	88.93 
668	89.08 	89.03 	89.06 
666	89.13 	89.05 	89.17 
664	88.99 	89.17 	89.25 
662	89.10 	89.07 	89.43 
660	89.02 	89.12 	89.50 
658	89.11 	89.15 	89.24 
656	89.22 	89.21 	89.31 
654	89.24 	89.26 	89.54 
652	89.22 	89.30 	89.41 
650	89.29 	89.28 	89.37 
648	89.40 	89.21 	89.56 
646	89.46 	89.56 	89.49 
644	89.37 	89.44 	89.59 
642	89.31 	89.51 	89.72 
640	89.64 	89.36 	89.82 
638	89.62 	89.69 	89.66 
636	89.57 	89.69 	89.92 
634	89.59 	89.54 	89.85 
632	89.61 	89.44 	89.76 
630	89.72 	89.60 	89.87 
628	89.55 	89.63 	89.74 
626	89.76 	89.81 	89.80 
624	89.65 	89.66 	89.88 
622	89.62 	89.85 	89.77 
620	89.75 	89.57 	89.95 
618	89.80 	89.86 	90.00 
616	89.85 	89.80 	89.96 
614	89.86 	89.65 	89.91 
612	89.84 	89.76 	89.92 
610	89.98 	89.92 	89.96 
608	89.86 	89.81 	90.00 
606	89.91 	89.97 	90.12 
604	89.85 	89.93 	90.12 
602	89.90 	90.02 	89.99 
600	90.00 	89.86 	90.29 
598	89.89 	89.96 	90.23 
596	90.10 	89.94 	90.17 
594	90.07 	89.89 	90.22 
592	90.16 	90.01 	90.31 
590	90.26 	89.99 	90.08 
588	90.05 	89.97 	90.27 
586	90.11 	89.95 	90.32 
584	90.04 	90.23 	90.29 
582	90.24 	90.08 	90.37 
580	90.31 	90.20 	90.36 
578	90.47 	90.00 	90.48 
576	90.04 	90.08 	90.23 
574	90.26 	90.18 	90.17 
572	90.28 	90.06 	90.41 
570	90.28 	90.07 	90.46 
568	90.20 	90.17 	90.57 
566	90.24 	90.22 	90.52 
564	90.26 	90.33 	90.39 
562	90.33 	90.31 	90.31 
560	90.29 	90.26 	90.39 
558	90.18 	90.35 	90.53 
556	90.26 	90.15 	90.45 
554	90.36 	90.27 	90.30 
552	90.49 	90.24 	90.38 
550	90.49 	90.26 	90.60 
548	90.55 	90.33 	90.48 
546	90.37 	90.30 	90.45 
544	90.56 	90.28 	90.38 
542	90.57 	90.47 	90.62 
540	90.48 	90.46 	90.54 
538	90.60 	90.33 	90.71 
536	90.54 	90.58 	90.56 
534	90.65 	90.53 	90.61 
532	90.52 	90.56 	90.64 
530	90.61 	90.48 	90.71 
528	90.48 	90.51 	90.83 
526	90.62 	90.52 	90.51 
524	90.36 	90.54 	90.67 
522	90.77 	90.40 	90.71 
520	90.68 	90.79 	90.55 
518	90.57 	90.61 	90.75 
516	90.55 	90.60 	90.67 
514	90.68 	90.83 	90.54 
512	90.77 	90.60 	90.81 
510	90.79 	90.67 	90.84 
508	90.68 	90.53 	90.71 
506	90.52 	90.77 	90.73 
504	90.65 	90.79 	90.88 
502	90.67 	90.51 	91.04 
500	90.59 	90.72 	90.80 
498	90.79 	90.67 	90.76 
496	90.61 	90.59 	90.59 
494	90.71 	90.89 	91.02 
492	90.58 	90.68 	90.72 
490	90.65 	90.56 	90.76 
488	90.69 	90.76 	90.82 
486	90.83 	90.73 	91.01 
484	90.90 	90.90 	90.99 
482	90.98 	90.75 	91.09 
480	90.86 	90.61 	90.84 
478	90.94 	90.61 	91.06 
476	90.85 	90.41 	90.97 
474	91.03 	90.79 	90.91 
472	90.77 	90.92 	91.02 
470	91.00 	90.91 	90.98 
468	91.00 	90.72 	91.19 
466	90.59 	90.78 	90.77 
464	90.83 	90.78 	91.00 
462	90.80 	90.80 	91.15 
460	90.68 	90.72 	91.00 
458	90.73 	90.94 	91.14 
456	90.81 	90.56 	91.10 
454	90.89 	90.72 	91.42 
452	90.96 	90.84 	91.11 
450	90.98 	91.17 	90.85 
448	91.14 	91.07 	91.01 
446	91.06 	91.13 	90.85 
444	91.22 	91.22 	91.18 
442	91.19 	91.18 	91.07 
440	90.94 	90.80 	90.88 
438	90.95 	90.90 	91.07 
436	90.41 	90.57 	90.50 
434	91.16 	91.15 	91.16 
432	90.83 	91.18 	91.31 
430	91.54 	90.91 	91.17 
428	91.16 	91.21 	91.42 
426	91.27 	90.99 	91.23 
424	91.19 	90.88 	91.05 
422	91.11 	91.23 	90.87 
420	91.02 	90.75 	91.41 
418	91.07 	91.01 	91.23 
416	91.32 	90.90 	91.28 
414	91.01 	91.02 	91.40 
412	90.75 	91.32 	91.46 
410	91.49 	91.19 	91.31 
408	91.08 	90.85 	91.22 
406	91.25 	90.69 	91.21 
404	90.42 	91.08 	90.97 
402	91.78 	90.84 	91.10 
400	91.14 	91.28 	91.76 
398	91.87 	91.25 	91.20 
396	91.66 	91.19 	91.60 
394	90.96 	91.10 	91.75 
392	91.29 	91.17 	91.78 
390	91.44 	90.88 	91.32 
388	91.50 	91.50 	91.70 
386	91.07 	90.66 	90.89 
384	91.48 	90.67 	91.06 
382	90.60 	90.63 	91.27 
380	91.11 	91.01 	91.76 
